X_id,estId,estName,addrFull,srvType,insStatus,insDate,observation,infCategory,defDesc,infType,actionDesc,OutcomeDate,OutcomeDesc,fineAmount,geometry
2697,10720867,COACH HOUSE COLLECTIVE,"528 COLLEGE ST, UNIT-2",Tattooing,Pass,2023-06-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41093, 43.65608]]}"
2698,10721302,HAIR DELIGHT,"5631 STEELES AVE E, UNIT-2",Barbering & Hairdressing,Pass,2024-01-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.26732, 43.83251]]}"
2699,10759207,MIDNIGHT GARDEN ATELIER,"421 DANFORTH AVE, Unit-2",Tattooing,Pass,2024-05-31,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35102, 43.67748]]}"
2700,10759207,MIDNIGHT GARDEN ATELIER,"421 DANFORTH AVE, Unit-2",Tattooing,Pass,2023-05-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35102, 43.67748]]}"
2701,10758531,NAILS FOR YOU,"1800 SHEPPARD AVE E, UNIT-2084",Aesthetics,Pass,2024-05-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3445, 43.77775]]}"
2702,10758531,NAILS FOR YOU,"1800 SHEPPARD AVE E, UNIT-2084",Aesthetics,Conditional Pass,2024-05-14,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,05 - Single-Use Equipment & Instruments,Personal service setting - single-use instrument not discarded immediately after use. Reg. Subsec. 10 (5),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3445, 43.77775]]}"
2703,10758531,NAILS FOR YOU,"1800 SHEPPARD AVE E, UNIT-2084",Aesthetics,Conditional Pass,2024-05-14,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3445, 43.77775]]}"
2704,10758531,NAILS FOR YOU,"1800 SHEPPARD AVE E, UNIT-2084",Aesthetics,Conditional Pass,2024-05-14,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned and disinfected or sterilized between each use. Reg. Clause 10 (4)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3445, 43.77775]]}"
2705,10758531,NAILS FOR YOU,"1800 SHEPPARD AVE E, UNIT-2084",Aesthetics,Pass,2023-10-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3445, 43.77775]]}"
2706,10758531,NAILS FOR YOU,"1800 SHEPPARD AVE E, UNIT-2084",Aesthetics,Conditional Pass,2023-10-02,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3445, 43.77775]]}"
2707,10758531,NAILS FOR YOU,"1800 SHEPPARD AVE E, UNIT-2084",Nails,Pass,2024-05-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3445, 43.77775]]}"
2708,10758531,NAILS FOR YOU,"1800 SHEPPARD AVE E, UNIT-2084",Nails,Conditional Pass,2024-05-14,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned and disinfected or sterilized between each use. Reg. Clause 10 (4)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3445, 43.77775]]}"
2709,10758531,NAILS FOR YOU,"1800 SHEPPARD AVE E, UNIT-2084",Nails,Pass,2023-10-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3445, 43.77775]]}"
2710,10758531,NAILS FOR YOU,"1800 SHEPPARD AVE E, UNIT-2084",Nails,Conditional Pass,2023-10-02,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned and disinfected or sterilized between each use. Reg. Clause 10 (4)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3445, 43.77775]]}"
2711,10758531,NAILS FOR YOU,"1800 SHEPPARD AVE E, UNIT-2084",Nails,Conditional Pass,2023-10-02,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not disinfected as often as necessary to prevent disease transmission. Reg. Subsec. 10 (4),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3445, 43.77775]]}"
2712,10758889,ZEMA BEAUTE,380 BROWNS LINE,Aesthetics,Pass,2023-04-25,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.5451, 43.60072]]}"
2713,10758889,ZEMA BEAUTE,380 BROWNS LINE,Nails,Pass,2023-04-25,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.5451, 43.60072]]}"
2714,10759003,RELAXATIONHUB AESTHETICS SKINCARE,"3326 KEELE ST, UNIT-103",Aesthetics,Pass,2023-07-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.48682, 43.74423]]}"
2715,10759987,INK & WATER TATTOO INC.,"300 CAMPBELL AVE, UNIT-214",Tattooing,Pass,2023-08-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45015, 43.66569]]}"
2716,10760390,HAIR BY JENCURLS,"1219 ST CLAIR AVE W, UNIT-U7",Barbering & Hairdressing,Pass,2023-07-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.44475, 43.6772]]}"
2717,10651484,FLOW TATTOO,"685 QUEEN ST W, FLR-2",Tattooing,Pass,2024-07-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40495, 43.64687]]}"
2718,10651484,FLOW TATTOO,"685 QUEEN ST W, FLR-2",Tattooing,Pass,2024-07-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40495, 43.64687]]}"
2719,10650080,LULU ELEGANCE,637 ST CLAIR AVE W,Aesthetics,Pass,2024-06-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42401, 43.68183]]}"
2720,10650080,LULU ELEGANCE,637 ST CLAIR AVE W,Barbering & Hairdressing,Pass,2024-06-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42401, 43.68183]]}"
2721,10650080,LULU ELEGANCE,637 ST CLAIR AVE W,Nails,Pass,2024-06-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42401, 43.68183]]}"
2722,10650555,550 NAIL BAR,"550 FRONT ST W, 63 - 64",Aesthetics,Pass,2024-08-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39959, 43.64142]]}"
2723,10650555,550 NAIL BAR,"550 FRONT ST W, 63 - 64",Aesthetics,Conditional Pass,2024-08-22,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not disinfected as often as necessary to prevent disease transmission. Reg. Subsec. 10 (4),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39959, 43.64142]]}"
2724,10650555,550 NAIL BAR,"550 FRONT ST W, 63 - 64",Aesthetics,Conditional Pass,2024-08-22,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,09 - Additional Record Requirements,Fail to keep accidental exposure records of personal service setting as required. Reg. Para. 4 of subsec. 14 (1),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39959, 43.64142]]}"
2725,10650555,550 NAIL BAR,"550 FRONT ST W, 63 - 64",Nails,Pass,2024-08-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39959, 43.64142]]}"
2726,10650555,550 NAIL BAR,"550 FRONT ST W, 63 - 64",Nails,Conditional Pass,2024-08-22,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,05 - Single-Use Equipment & Instruments,Personal service setting - single-use equipment not discarded immediately after use. Reg. Subsec. 10 (5),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39959, 43.64142]]}"
2727,10650555,550 NAIL BAR,"550 FRONT ST W, 63 - 64",Nails,Conditional Pass,2024-08-22,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not disinfected as often as necessary to prevent disease transmission. Reg. Subsec. 10 (4),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39959, 43.64142]]}"
2728,10650555,550 NAIL BAR,"550 FRONT ST W, 63 - 64",Nails,Conditional Pass,2024-08-22,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,09 - Additional Record Requirements,Fail to keep accidental exposure records of personal service setting as required. Reg. Para. 4 of subsec. 14 (1),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39959, 43.64142]]}"
2729,10651452,NAIL FIX IN THE 6IX,"108 CORPORATE DR, UNIT-20",Nails,Pass,2024-07-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.24736, 43.78073]]}"
2730,10651671,COPPER BOTTOMED TATTOO STUDIO,"1544 DANFORTH AVE, 207",Tattooing,Pass,2023-07-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.32443, 43.68348]]}"
2731,10651671,COPPER BOTTOMED TATTOO STUDIO,"1544 DANFORTH AVE, 207",Tattooing,Pass,2022-06-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.32443, 43.68348]]}"
2732,10651732,BARESKIN WAX BAR,"1169 QUEEN ST W, 7",Aesthetics,Pass,2023-10-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42593, 43.64261]]}"
2733,10651911,THE TEN SPOT,176 YONGE ST,Aesthetics,Pass,2023-09-25,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37933, 43.65233]]}"
2734,10651911,THE TEN SPOT,176 YONGE ST,Nails,Pass,2023-09-25,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37933, 43.65233]]}"
2735,10652120,ROSY NAILS BAR LTD,395 DANFORTH AVE,Aesthetics,Pass,2023-12-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35155, 43.67739]]}"
2736,10652120,ROSY NAILS BAR LTD,395 DANFORTH AVE,Nails,Pass,2023-12-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35155, 43.67739]]}"
2737,10683998,GLAMORAZZI BEAUTY & LASER,"1215 ST CLAIR AVE W, UNIT-3C&3D",Aesthetics,Pass,2024-06-25,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.44474, 43.6773]]}"
2738,10682583,AIYANA NAIL SPA,673 QUEEN ST W,Aesthetics,Pass,2023-08-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4047, 43.64685]]}"
2739,10682583,AIYANA NAIL SPA,673 QUEEN ST W,Aesthetics,Conditional Pass,2023-08-04,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,08 - Product Dispensing and Storage,Personal service setting - fail to ensure every product used is stored and dispensed in manner which prevents contamination. Reg. Subsec. 11 (1),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4047, 43.64685]]}"
2740,10682583,AIYANA NAIL SPA,673 QUEEN ST W,Aesthetics,Conditional Pass,2023-08-04,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned and disinfected or sterilized between each use. Reg. Clause 10 (4)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4047, 43.64685]]}"
2741,10682583,AIYANA NAIL SPA,673 QUEEN ST W,Nails,Pass,2023-08-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4047, 43.64685]]}"
2742,10682583,AIYANA NAIL SPA,673 QUEEN ST W,Nails,Conditional Pass,2023-08-04,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,05 - Single-Use Equipment & Instruments,Personal service setting - single-use instrument not discarded immediately after use. Reg. Subsec. 10 (5),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4047, 43.64685]]}"
2743,10682583,AIYANA NAIL SPA,673 QUEEN ST W,Nails,Conditional Pass,2023-08-04,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not disinfected as often as necessary to prevent disease transmission. Reg. Subsec. 10 (4),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4047, 43.64685]]}"
2744,10682736,EL'MAI HAIR & BEAUTY,"170 NORTH QUEEN ST, UNIT-K-37",Barbering & Hairdressing,Pass,2024-08-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.55842, 43.61917]]}"
2745,10683076,VERITPROP LIMITED,111 QUEEN ST E,Aesthetics,Pass,2024-02-28,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37448, 43.65344]]}"
2746,10683076,VERITPROP LIMITED,111 QUEEN ST E,Nails,Pass,2024-02-28,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37448, 43.65344]]}"
2747,10684749,CABIN,"65 FRONT ST W, CRU 337",Barbering & Hairdressing,Pass,2024-07-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38049, 43.64528]]}"
2748,10684749,CABIN,"65 FRONT ST W, CRU 337",Barbering & Hairdressing,Pass,2023-08-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38049, 43.64528]]}"
2749,10685136,ELLA BELLA PRODUCTIONS,"9 MILVAN DR, UNIT-303 & 304",Aesthetics,Pass,2023-08-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.55202, 43.75125]]}"
2750,10685136,ELLA BELLA PRODUCTIONS,"9 MILVAN DR, UNIT-303 & 304",Barbering & Hairdressing,Pass,2023-08-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.55202, 43.75125]]}"
2751,10685136,ELLA BELLA PRODUCTIONS,"9 MILVAN DR, UNIT-303 & 304",Nails,Pass,2023-08-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.55202, 43.75125]]}"
2752,10685380,BROW GOD JAS,198A DAVENPORT RD,Aesthetics,Pass,2024-08-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39595, 43.67509]]}"
2753,10685380,BROW GOD JAS,198A DAVENPORT RD,Aesthetics,Pass,2023-10-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39595, 43.67509]]}"
2754,10685380,BROW GOD JAS,198A DAVENPORT RD,Aesthetics,Conditional Pass,2023-10-19,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned and disinfected or sterilized between each use. Reg. Clause 10 (4)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39595, 43.67509]]}"
2755,10685380,BROW GOD JAS,198A DAVENPORT RD,Aesthetics,Conditional Pass,2023-10-19,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39595, 43.67509]]}"
2756,10685380,BROW GOD JAS,198A DAVENPORT RD,Micropigmentation/Microblading,Pass,2024-08-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39595, 43.67509]]}"
2757,10685380,BROW GOD JAS,198A DAVENPORT RD,Micropigmentation/Microblading,Pass,2023-10-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39595, 43.67509]]}"
2758,10685547,SUGAR MOON SALON,371 DANFORTH AVE,Aesthetics,Pass,2023-09-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35203, 43.67722]]}"
2759,10722253,LIKE HONEY STUDIO,3274 DUNDAS ST W,Aesthetics,Pass,2024-09-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47931, 43.66582]]}"
2760,10722253,LIKE HONEY STUDIO,3274 DUNDAS ST W,Aesthetics,Pass,2023-06-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47931, 43.66582]]}"
2761,10722253,LIKE HONEY STUDIO,3274 DUNDAS ST W,Barbering & Hairdressing,Pass,2024-09-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47931, 43.66582]]}"
2762,10722253,LIKE HONEY STUDIO,3274 DUNDAS ST W,Barbering & Hairdressing,Pass,2023-06-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47931, 43.66582]]}"
2763,10721510,RF HAIR STUDIO,"979 BLOOR ST W, 2ND FLOOR",Barbering & Hairdressing,Pass,2023-06-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42938, 43.66118]]}"
2764,10721781,EMINENT BEAUTY CENTRE INC,2434 DANFORTH AVE,Aesthetics,Pass,2024-02-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.30469, 43.68782]]}"
2765,10721786,SEVEN EIGHT TATTOO,"16 SOUSA MENDES ST, UPPER FLR",Tattooing,Pass,2022-04-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45341, 43.66112]]}"
2766,10724011,PEDI N NAILS,"125 THE QUEENSWAY, UNIT-B2A",Aesthetics,Pass,2023-07-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.48227, 43.63058]]}"
2767,10724011,PEDI N NAILS,"125 THE QUEENSWAY, UNIT-B2A",Nails,Pass,2023-07-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.48227, 43.63058]]}"
2768,10724971,ACE BARBERSHOP,3860 BLOOR ST W,Barbering & Hairdressing,Pass,2024-08-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53933, 43.64127]]}"
2769,10724971,ACE BARBERSHOP,3860 BLOOR ST W,Barbering & Hairdressing,Pass,2023-04-18,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53933, 43.64127]]}"
2770,10725320,NAIL BY YEON,5332 YONGE ST,Aesthetics,Pass,2024-03-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41433, 43.77349]]}"
2771,10725320,NAIL BY YEON,5332 YONGE ST,Aesthetics,Conditional Pass,2024-02-20,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,05 - Single-Use Equipment & Instruments,Personal service setting - single-use equipment not discarded immediately after use. Reg. Subsec. 10 (5),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41433, 43.77349]]}"
2772,10725320,NAIL BY YEON,5332 YONGE ST,Nails,Pass,2024-03-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41433, 43.77349]]}"
2773,10725320,NAIL BY YEON,5332 YONGE ST,Nails,Conditional Pass,2024-02-20,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,05 - Single-Use Equipment & Instruments,Personal service setting - single-use equipment not discarded immediately after use. Reg. Subsec. 10 (5),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41433, 43.77349]]}"
2774,10725320,NAIL BY YEON,5332 YONGE ST,Nails,Conditional Pass,2024-02-20,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,02 - General Setting Requirements,Fail to ensure personal service setting equipped with waste receptacles appropriate for sanitary operation. Reg. Para. 8 of subsec. 8 (1),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41433, 43.77349]]}"
2775,10721360,OPHELIA MAQUILLAGE BEAUTY STUDIO,"647 MOUNT PLEASANT RD, UNIT-3",Aesthetics,Pass,2024-02-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3887, 43.70534]]}"
2776,10721360,OPHELIA MAQUILLAGE BEAUTY STUDIO,"647 MOUNT PLEASANT RD, UNIT-3",Micropigmentation/Microblading,Pass,2024-02-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3887, 43.70534]]}"
2777,10721360,OPHELIA MAQUILLAGE BEAUTY STUDIO,"647 MOUNT PLEASANT RD, UNIT-3",Nails,Pass,2024-02-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3887, 43.70534]]}"
2778,10721433,INDISH BEAUTY,"108 CORPORATE DR, UNIT 7",Barbering & Hairdressing,Pass,2024-05-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.24736, 43.78073]]}"
2779,10726342,NAILS FOR YOU,"16 RICHARDSON ST, UNIT-1",Aesthetics,Pass,2023-05-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.36867, 43.64558]]}"
2780,10726342,NAILS FOR YOU,"16 RICHARDSON ST, UNIT-1",Nails,Pass,2023-05-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.36867, 43.64558]]}"
2781,10761584,PLATINUM INK,"68 ABELL ST, UNIT-10",Tattooing,Pass,2023-08-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42474, 43.64239]]}"
2782,10761363,PEDI N NAILS,"3590 LAKE SHORE BLVD W, UNIT-1",Aesthetics,Pass,2023-09-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53498, 43.5944]]}"
2783,10761363,PEDI N NAILS,"3590 LAKE SHORE BLVD W, UNIT-1",Aesthetics,Pass,2023-08-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53498, 43.5944]]}"
